	MSZoning	Street	Alley	LotShape	LandContour	Utilities	LotConfig	LandSlope	Neighborhood	Condition1	Condition2	BldgType	HouseStyle	RoofStyle	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	Foundation	BsmtExposure	BsmtFinType1	BsmtFinType2	Heating	CentralAir	Electrical	Functional	GarageType	GarageFinish	PavedDrive	PoolQC	Fence	MiscFeature	SaleType	SaleCondition	ExterQual	ExterCond	BsmtQual	BsmtCond	HeatingQC	KitchenQual	FireplaceQu	GarageQual	GarageCond	Id	MSSubClass	LotFrontage	LotArea	OverallQual	OverallCond	YearBuilt	YearRemodAdd	MasVnrArea	BsmtFinSF1	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	TotRmsAbvGrd	Fireplaces	GarageYrBlt	GarageCars	GarageArea	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	MiscVal	MoSold	YrSold	SalePrice	TotSqFt
335	3	0	2	0	1	0	0	2	23	2	2	1	0	1	0	9	10	2	1	1	0	1	1	1	4	6	1	0	2	3	4	2	8	4	3	3	3	3	5	3	4	3	3	336	190	0.0	164660	5	6	1965	1965	0.0	1249	147	103	1499	0	1786	2	0	2	0	3	1	7	2	1965.0	2	529	670	0	0	0	0	0	700	8	2008	12.341258918085241	1786
336	3	1	2	0	1	0	0	0	22	2	2	0	2	3	0	12	13	3	2	1	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	5	3	5	4	4	3	3	337	20	86.0	14157	9	5	2005	2006	200.0	1249	0	673	1922	0	1922	1	0	2	0	3	1	8	1	2005.0	3	676	178	51	0	0	0	0	0	7	2007	12.841129801965447	1922
337	3	1	2	3	3	0	4	0	5	2	2	0	2	1	0	12	13	1	2	0	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	338	20	70.0	9135	7	5	2002	2003	113.0	810	0	726	1536	0	1536	1	0	2	0	3	1	7	0	2002.0	2	532	192	74	0	0	0	0	0	12	2008	12.273731294003989	1536
338	3	1	2	3	3	0	0	0	14	2	2	0	2	1	0	13	14	2	1	2	0	5	1	1	4	6	1	1	2	3	4	2	8	4	4	3	4	3	5	4	0	3	3	339	20	91.0	14145	7	7	1984	1998	0.0	213	0	995	1208	0	1621	1	0	2	0	3	1	8	0	1984.0	2	440	108	45	0	0	0	0	400	5	2006	12.218495165528731	1621
339	3	1	2	0	3	0	4	0	12	1	2	0	2	3	0	13	14	1	1	3	4	5	1	1	0	6	1	2	2	3	4	4	8	4	3	3	3	2	3	3	0	3	3	340	20	66.0	12400	6	7	1958	1998	176.0	585	0	630	1215	0	1215	0	0	1	0	3	1	6	0	1958.0	1	297	0	0	0	0	234	0	0	6	2009	11.951180395901384	1215
340	3	1	2	3	3	0	4	0	23	2	2	0	5	1	0	12	13	2	2	3	5	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	341	60	85.0	14191	8	5	2002	2002	0.0	0	0	967	967	0	1908	0	0	2	1	4	1	9	0	2002.0	2	431	135	0	0	0	0	0	0	4	2010	12.220468525813907	1908
341	2	1	2	3	3	0	4	0	20	1	2	0	2	1	0	13	0	2	1	3	5	5	1	1	4	6	4	2	0	3	4	4	8	4	2	2	3	2	4	3	0	3	3	342	20	60.0	8400	4	4	1950	1950	0.0	0	0	721	721	0	841	0	0	1	0	2	1	4	0	1950.0	1	294	250	0	24	0	0	0	0	9	2009	11.314474526246391	841
342	3	1	2	3	3	0	4	0	12	2	2	2	2	1	0	11	12	1	3	4	6	6	5	0	0	6	5	2	2	3	4	4	8	4	3	3	0	0	2	3	0	3	3	343	90	0.0	8544	3	4	1949	1950	340.0	0	0	0	0	0	1040	0	0	2	0	2	2	6	0	1949.0	2	400	0	0	0	0	0	0	0	5	2006	11.379394072345706	1040
343	3	1	2	0	3	0	4	0	16	2	2	4	2	3	0	8	8	1	2	3	2	5	1	1	4	6	1	1	2	3	4	4	8	4	5	3	5	3	5	5	5	3	3	344	120	63.0	8849	9	5	2005	2005	616.0	28	0	1656	1684	0	1684	0	0	2	0	2	1	6	1	2005.0	2	564	495	72	0	0	0	0	0	7	2008	12.491251587763836	1684
344	4	1	2	3	3	0	4	0	10	2	2	4	5	1	0	5	5	2	1	3	4	1	1	1	4	6	1	2	2	3	4	4	8	4	3	3	4	3	3	3	0	3	3	345	160	36.0	2592	5	3	1976	1976	0.0	129	232	175	536	0	1112	0	0	1	1	3	1	4	0	1976.0	1	336	182	0	0	0	0	0	0	4	2010	11.350406535472453	1112
345	3	1	2	3	3	0	4	0	3	6	2	0	0	1	0	8	8	2	0	3	5	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	4	2	4	3	3	346	50	65.0	6435	6	5	1939	1950	0.0	0	0	972	972	0	1577	0	0	1	0	3	1	6	1	1939.0	1	312	0	0	0	0	0	0	0	10	2006	11.850825253582627	1577
346	3	1	2	0	3	0	1	0	12	2	2	0	2	3	0	8	8	2	1	2	1	5	1	1	4	6	1	1	2	3	4	0	8	4	3	4	3	3	3	3	0	3	3	347	20	0.0	12772	6	8	1960	1998	0.0	498	0	460	958	0	958	0	0	1	0	2	1	5	0	1960.0	1	301	0	0	0	0	0	0	15500	4	2007	11.928340903931561	958
347	3	1	2	0	3	0	4	0	12	2	2	0	2	1	0	13	14	1	1	3	1	5	1	1	0	6	1	2	2	3	4	4	8	4	3	3	3	3	5	3	4	3	3	348	20	0.0	17600	6	5	1960	1960	30.0	1270	0	208	1478	0	1478	1	0	2	0	3	1	6	2	1960.0	2	498	0	40	0	0	0	0	0	12	2009	11.967180737247824	1478
348	3	1	2	3	3	0	4	0	16	2	2	3	5	1	0	12	15	3	2	3	2	5	1	1	4	6	3	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	349	160	36.0	2448	7	5	2003	2004	106.0	573	0	191	764	0	1626	1	0	2	1	2	1	6	0	2003.0	2	474	0	27	0	0	0	0	0	10	2008	11.944707881395766	1626
349	3	1	2	1	3	0	4	0	16	2	2	0	5	3	0	5	5	1	2	3	2	5	1	1	4	6	1	0	2	3	4	4	6	5	5	3	5	3	5	5	5	3	3	350	60	56.0	20431	9	5	2005	2006	870.0	1410	0	438	1848	0	2728	1	0	2	1	4	1	10	2	2006.0	3	706	0	0	0	0	0	0	0	4	2006	12.988040814744458	2728
350	3	1	2	0	3	0	4	0	16	2	2	4	2	3	0	8	8	1	2	3	5	5	1	1	4	6	1	1	2	3	4	4	6	5	5	3	5	3	5	5	4	3	3	351	120	68.0	7820	9	5	2007	2007	362.0	0	0	1869	1869	0	1869	0	0	2	0	2	1	6	1	2007.0	2	617	210	54	0	0	0	0	0	12	2007	12.669998467265833	1869
351	3	1	2	0	2	0	4	1	4	2	2	0	2	1	0	13	14	2	2	1	2	5	1	1	4	6	1	1	2	3	4	4	8	0	3	3	4	3	4	4	3	3	3	352	120	0.0	5271	7	5	1986	1986	0.0	1082	0	371	1453	0	1453	1	0	1	1	2	1	6	1	1986.0	2	445	0	80	0	0	184	0	0	12	2006	12.154779351142624	1453
352	3	1	2	3	3	0	4	0	7	0	2	0	0	1	0	12	13	2	1	2	3	4	1	0	4	6	5	2	2	3	4	4	5	4	3	3	3	2	3	3	0	3	2	353	50	60.0	9084	5	6	1941	1950	0.0	236	380	0	616	0	1111	0	1	1	0	3	1	5	0	1941.0	1	200	48	0	0	0	0	0	0	3	2008	11.461632170582678	1111
353	4	1	2	3	3	0	4	0	17	2	2	0	2	1	0	12	13	2	0	3	5	5	1	1	4	6	5	2	2	3	4	4	8	4	3	4	3	3	4	3	0	3	3	354	30	60.0	8520	6	8	1928	2003	0.0	0	0	624	624	0	720	0	0	1	0	2	1	5	0	2005.0	2	484	106	0	0	0	0	0	0	5	2010	11.570250531589497	720
354	3	1	2	3	0	0	4	0	18	2	2	0	0	1	0	13	8	2	1	3	3	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	3	3	5	3	4	3	3	355	50	60.0	8400	6	5	1940	2000	0.0	388	0	552	940	0	1595	0	0	1	0	2	1	6	2	1940.0	1	240	0	0	108	0	0	0	0	6	2006	11.84939770159144	1595
355	3	1	2	1	3	0	4	0	5	2	2	0	2	1	0	12	13	2	2	3	0	1	1	1	4	6	1	1	2	3	4	4	8	4	4	4	4	4	5	4	0	3	3	356	20	105.0	11249	6	5	1995	1995	0.0	334	544	322	1200	0	1200	1	0	2	0	3	1	6	0	1995.0	2	521	0	26	0	0	0	0	0	8	2007	12.086725887897607	1200
356	3	1	2	0	3	0	4	0	8	2	2	0	2	1	0	6	6	1	2	3	2	5	1	1	4	6	1	1	2	3	4	4	8	4	3	3	4	3	4	4	0	3	3	357	20	0.0	9248	6	6	1992	1992	106.0	560	0	598	1158	0	1167	1	0	2	0	3	1	6	0	1992.0	2	400	120	26	0	0	0	0	0	7	2009	12.061046873479915	1167
357	4	1	2	3	3	0	4	0	10	2	2	4	2	1	0	5	5	2	2	3	0	5	1	1	4	6	1	0	2	3	2	4	8	4	3	3	4	3	3	3	1	3	3	358	120	44.0	4224	5	5	1976	1976	0.0	874	0	268	1142	0	1142	1	0	1	1	3	1	6	1	1976.0	2	528	536	90	0	0	0	0	0	8	2007	11.805595078933049	1142
358	3	1	2	0	3	0	4	0	4	2	2	0	7	3	0	13	7	1	1	0	1	4	1	1	1	3	3	2	2	3	4	4	8	0	3	3	3	3	5	4	0	3	3	359	80	92.0	6930	5	4	1958	1958	120.0	300	294	468	1062	0	1352	0	1	1	0	3	1	6	0	1958.0	1	288	168	0	294	0	0	0	0	7	2006	11.77528972943772	1352
359	3	1	2	0	3	0	1	0	15	2	2	0	5	1	0	12	13	1	2	0	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	360	60	78.0	12011	8	5	1998	1998	530.0	956	0	130	1086	0	1924	1	0	2	1	3	1	7	1	1998.0	2	592	208	75	0	0	374	0	0	6	2006	12.542544882151386	1924
360	3	1	2	0	3	0	1	0	11	2	2	0	6	1	0	12	13	2	1	0	2	5	1	1	4	6	1	1	2	3	2	4	8	4	3	3	4	3	5	3	3	3	3	361	85	0.0	7540	6	6	1978	1978	0.0	773	0	115	888	0	912	1	0	1	0	2	1	5	1	1978.0	2	470	0	0	0	0	192	0	0	6	2007	11.957611286231675	912
361	3	1	1	3	3	0	4	0	3	2	2	0	0	1	0	8	8	2	1	3	4	5	1	1	4	6	5	2	0	3	4	4	8	4	3	3	3	3	4	3	0	3	3	362	50	0.0	9144	5	5	1940	1982	0.0	399	0	484	883	0	1505	1	0	1	0	3	1	8	0	1940.0	1	240	0	0	0	0	0	0	0	7	2008	11.884489021402711	1505
362	3	1	2	3	3	0	0	0	7	2	2	0	6	1	0	6	6	1	3	4	6	6	1	1	4	6	3	1	2	3	4	4	3	4	4	3	0	0	5	4	5	3	3	363	85	64.0	7301	7	5	2003	2003	500.0	0	0	0	0	0	1922	0	0	3	0	4	1	7	1	2003.0	2	672	0	0	177	0	0	0	0	7	2009	12.198544379109382	1922
363	4	1	2	3	3	0	4	0	2	2	2	3	5	1	0	6	6	1	1	3	0	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	4	4	0	3	3	364	160	21.0	1680	6	8	1972	2007	510.0	162	0	321	483	0	987	0	0	1	1	2	1	5	0	1972.0	1	264	250	0	0	0	0	0	0	5	2009	11.678439903447801	987
364	3	1	2	0	3	0	2	0	14	2	2	0	5	1	0	6	6	1	2	2	2	5	1	1	4	6	1	0	2	3	4	4	8	4	3	3	4	3	3	3	3	3	3	365	60	0.0	18800	6	5	1976	1976	120.0	712	0	84	796	0	1574	1	0	2	1	3	1	6	1	1976.0	2	566	306	111	0	0	0	0	0	7	2006	12.154779351142624	1574
365	4	1	2	3	3	0	4	0	9	2	2	0	5	3	0	12	13	2	1	3	4	5	1	1	0	6	5	2	2	3	4	4	8	4	3	4	3	2	4	3	0	3	2	366	70	59.0	10690	5	7	1920	1997	0.0	456	0	216	672	0	1344	0	0	1	0	3	1	6	0	1964.0	1	468	0	128	218	0	0	0	0	7	2009	11.898187865760873	1344
366	3	1	2	0	3	0	4	0	12	2	2	0	2	1	0	9	10	1	1	3	1	5	1	1	4	6	1	1	2	3	4	4	8	4	3	3	4	3	4	3	4	3	3	367	20	0.0	9500	6	5	1963	1963	247.0	609	0	785	1394	0	1394	1	0	1	1	3	1	6	2	1963.0	2	514	0	76	0	0	185	0	0	7	2009	11.976659481202368	1394
367	3	1	2	0	3	0	0	0	12	2	2	0	7	1	4	9	10	1	1	1	2	5	1	1	4	6	2	1	2	3	4	4	8	4	3	3	4	3	4	3	4	3	3	368	80	101.0	9150	6	5	1962	1962	305.0	371	0	728	1099	0	1431	0	1	1	0	3	1	6	1	1962.0	1	296	64	110	0	0	0	0	0	12	2008	12.013700752882718	1431
368	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	6	6	1	2	3	3	5	1	1	4	6	1	0	2	3	4	4	8	4	3	3	3	3	4	3	4	3	3	369	20	78.0	7800	5	6	1954	1954	200.0	540	0	728	1268	0	1268	0	0	1	0	2	1	7	1	1954.0	1	244	0	98	0	0	0	0	0	3	2010	11.790557201568507	1268
369	3	1	2	0	3	0	0	0	12	2	2	0	2	1	0	13	14	2	1	3	0	4	1	1	4	6	5	0	2	3	4	4	8	4	3	4	3	3	5	4	4	3	3	370	20	0.0	9830	5	7	1959	2006	0.0	72	258	733	1063	0	1287	1	0	1	0	3	1	7	1	1997.0	2	576	364	17	0	0	182	0	0	3	2010	11.99535161421452	1287
370	3	1	2	0	3	0	4	0	8	2	2	0	5	1	0	12	13	2	2	3	5	5	1	1	4	6	1	1	2	3	4	4	8	4	3	3	4	3	5	3	3	3	3	371	60	0.0	8121	6	5	2000	2000	0.0	0	0	953	953	0	1664	0	0	2	1	3	1	7	1	2000.0	2	460	100	40	0	0	0	0	0	1	2006	12.05757263721173	1664
371	3	1	2	3	3	0	4	0	4	1	2	0	0	1	0	14	10	2	1	4	6	6	1	1	4	3	5	0	0	3	4	4	8	4	3	3	0	0	3	3	4	3	3	372	50	80.0	17120	4	4	1959	1959	0.0	0	0	0	0	0	1588	0	0	2	0	4	1	7	1	1991.0	2	680	0	59	0	0	0	0	0	7	2008	11.808813773969108	1588
372	3	1	2	3	3	0	4	0	20	2	2	4	2	1	0	9	10	2	1	3	0	3	1	1	4	6	1	2	2	3	2	4	8	4	3	3	4	3	3	3	0	3	3	373	120	50.0	7175	6	5	1984	1984	0.0	623	121	0	744	0	752	1	0	1	0	2	1	4	0	1984.0	1	264	353	0	0	0	90	0	0	2	2010	11.736069016284437	752
373	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	8	8	2	2	3	1	3	1	1	4	3	1	2	2	3	1	4	8	4	3	3	3	3	3	3	0	3	3	374	20	79.0	10634	5	6	1953	1953	0.0	428	180	0	608	0	1319	1	0	1	0	3	1	5	0	1953.0	1	270	66	0	0	0	0	0	0	11	2009	11.719939634354555	1319
374	3	1	2	3	3	0	4	0	5	2	2	0	5	1	0	12	13	2	2	3	5	5	1	1	4	6	3	0	2	3	4	4	8	4	4	3	4	3	5	4	4	3	3	375	60	65.0	8200	7	5	2003	2004	0.0	0	0	847	847	0	1928	0	0	2	1	4	1	8	1	2003.0	2	434	100	48	0	0	0	0	0	7	2007	12.299107511497363	1928
375	3	1	2	0	2	0	4	2	7	2	2	0	2	1	0	13	14	2	0	1	1	5	1	0	0	0	6	3	2	3	4	4	8	4	2	2	2	1	4	2	0	0	0	376	30	0.0	10020	1	1	1922	1950	0.0	350	0	333	683	0	904	1	0	0	1	1	1	4	0	0.0	0	0	0	0	0	0	0	0	0	3	2009	11.018629143155449	904
376	3	1	2	0	3	0	1	0	5	2	2	0	6	1	0	12	13	2	2	0	2	5	1	1	4	6	5	2	2	3	4	4	8	4	4	3	4	3	5	3	0	3	3	377	85	57.0	8846	5	5	1996	1996	0.0	298	0	572	870	0	914	0	0	1	0	2	1	5	0	1998.0	2	576	0	0	0	0	0	0	0	7	2006	11.904967552746252	914
377	1	1	2	0	3	0	0	0	21	2	2	0	5	1	0	5	5	2	2	3	5	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	4	3	3	378	60	102.0	11143	8	5	2004	2005	0.0	0	0	1580	1580	0	2466	0	0	3	0	4	1	8	1	2004.0	2	610	159	214	0	0	0	0	0	12	2007	12.736700896592344	2466
378	3	1	2	3	3	0	0	0	22	2	2	0	2	3	0	12	13	3	2	0	2	5	1	1	4	6	1	0	2	3	4	4	6	5	4	3	5	3	5	5	5	3	3	379	20	88.0	11394	9	2	2010	2010	350.0	1445	0	411	1856	0	1856	1	0	1	1	1	1	8	1	2010.0	3	834	113	0	0	0	0	0	0	6	2010	12.885202034321916	1856
379	3	1	2	0	3	0	4	0	8	6	2	0	5	1	0	12	13	1	2	3	5	5	1	1	4	6	1	0	2	3	4	4	8	4	3	3	4	3	5	3	3	3	3	380	60	60.0	8123	6	5	2000	2000	16.0	0	0	982	982	0	1800	0	0	2	1	3	1	7	1	2000.0	2	463	100	63	0	0	0	0	0	6	2009	12.095141084822892	1800
380	3	1	1	3	3	0	4	0	18	2	2	0	0	1	0	3	14	2	0	3	3	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	3	4	4	3	3	381	50	50.0	5000	5	6	1924	1950	0.0	218	0	808	1026	0	1691	0	0	2	0	3	1	6	1	1924.0	1	308	0	0	242	0	0	0	0	5	2010	11.751942365440728	1691
381	1	1	1	3	3	0	4	0	21	2	2	0	2	1	0	12	13	2	2	3	5	5	1	1	4	6	1	1	2	3	4	4	6	5	4	3	4	4	5	4	4	3	3	382	20	60.0	7200	7	5	2006	2006	0.0	0	0	1293	1293	0	1301	1	0	2	0	2	1	5	1	2006.0	2	572	216	121	0	0	0	0	0	8	2006	12.142866569626381	1301
382	3	1	2	0	3	0	4	0	5	2	2	0	5	1	0	12	13	2	2	0	5	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	383	60	79.0	9245	7	5	2006	2006	0.0	0	0	939	939	0	1797	0	0	2	1	3	1	8	0	2006.0	2	639	144	53	0	0	0	0	0	4	2007	12.271392111650817	1797
383	2	1	2	3	3	0	0	0	20	2	2	0	1	1	0	13	14	2	0	3	5	5	1	0	0	6	5	2	0	3	4	4	8	4	3	3	2	2	3	3	0	2	2	384	45	60.0	9000	6	3	1928	1950	0.0	0	0	784	784	0	784	0	0	1	0	2	1	5	0	1950.0	2	360	0	0	91	0	0	0	0	10	2009	11.238488619268468	784
384	3	1	2	1	2	0	0	1	4	1	2	0	5	1	0	6	6	2	2	0	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	4	2	3	3	385	60	0.0	53107	6	5	1992	1992	0.0	985	0	595	1580	0	1953	1	0	2	1	3	1	9	2	1992.0	2	501	216	231	0	0	0	0	0	6	2007	12.388394202324129	1953
385	3	1	2	3	3	0	4	0	0	2	2	4	2	1	0	12	13	1	2	3	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	386	120	43.0	3182	8	5	2004	2005	16.0	24	0	1232	1256	0	1269	0	0	2	0	2	1	6	1	2004.0	2	430	146	20	0	0	144	0	0	4	2010	12.165250651009918	1269
386	3	1	2	3	3	0	2	0	7	1	2	0	0	2	0	13	13	2	2	3	5	5	1	1	4	6	6	3	0	3	4	4	8	1	3	2	3	3	3	3	0	0	0	387	50	58.0	8410	5	3	1910	1996	0.0	0	0	658	658	0	1184	0	0	1	0	5	1	8	0	0.0	0	0	0	151	0	0	0	0	0	5	2006	11.302204433654575	1184
387	3	1	2	3	3	0	4	0	7	2	2	0	7	3	0	8	8	1	1	0	0	5	1	1	4	6	5	2	2	3	1	4	8	0	3	3	3	3	5	3	2	3	3	388	80	72.0	7200	6	6	1976	1976	255.0	631	0	410	1041	0	1125	1	0	1	0	3	1	6	1	1977.0	1	352	296	0	0	0	0	0	0	10	2009	11.736069016284437	1125
388	3	1	2	0	3	0	1	0	5	2	2	0	2	1	0	12	13	1	2	3	5	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	389	20	93.0	9382	7	5	1999	2000	125.0	0	0	1468	1468	0	1479	0	0	2	0	3	1	6	0	1999.0	2	577	120	25	0	0	0	0	0	7	2008	12.160028707028767	1479
389	3	1	2	3	3	0	4	0	16	2	2	0	5	1	0	12	13	3	2	0	2	5	1	1	4	6	3	0	2	3	4	4	6	5	5	3	5	3	5	5	5	3	3	390	60	96.0	12474	10	5	2007	2008	272.0	1280	0	402	1682	0	2332	1	0	2	1	3	1	9	1	2008.0	3	846	196	134	0	0	0	0	0	8	2008	12.962194625251508	2332
390	3	1	0	3	3	0	4	0	7	2	2	0	0	1	0	8	8	2	0	3	4	1	1	1	4	6	5	2	2	3	2	4	8	4	3	3	3	4	5	3	0	3	3	391	50	50.0	8405	5	8	1900	1950	0.0	241	391	229	861	0	1367	1	0	1	0	4	1	7	0	1978.0	1	384	0	130	112	0	0	0	0	4	2008	11.686878772093667	1367
391	3	1	2	0	3	0	1	0	11	2	2	0	5	1	0	12	13	2	2	3	0	5	1	1	4	6	3	0	2	3	4	4	8	4	3	3	5	3	5	4	3	3	3	392	60	71.0	12209	6	5	2001	2002	0.0	690	0	114	804	0	1961	1	0	2	1	3	1	7	1	2001.0	2	560	125	192	0	0	0	0	0	6	2009	12.2783933071098	1961
392	3	1	2	0	3	0	4	0	12	2	2	0	2	1	0	8	8	2	3	4	6	6	1	1	4	6	1	1	2	3	2	2	8	4	3	3	0	0	3	3	0	3	3	393	20	0.0	8339	5	7	1959	1959	0.0	0	0	0	0	0	882	0	0	1	0	3	1	5	0	1959.0	1	294	0	0	0	0	0	0	1200	7	2007	11.575900264131617	882
393	3	1	2	3	3	0	0	0	3	1	2	0	2	1	0	14	15	2	1	3	4	5	1	1	0	6	6	3	2	3	1	4	8	0	3	3	3	3	3	3	3	0	0	394	30	0.0	7446	4	5	1941	1950	0.0	266	0	522	788	0	788	0	0	1	0	2	1	4	2	0.0	0	0	0	0	0	0	0	0	0	4	2006	11.512925464970229	788
394	3	1	2	3	3	0	4	0	17	2	2	0	0	1	0	8	8	2	1	3	5	5	1	1	0	6	5	2	2	3	4	4	8	4	3	3	3	3	4	3	0	3	3	395	50	60.0	10134	5	6	1940	1950	0.0	0	0	735	735	0	1034	0	0	1	0	2	1	5	0	1940.0	1	240	0	39	0	0	0	0	0	7	2007	11.59910316121128	1034
395	3	1	2	3	3	0	4	0	7	2	2	0	2	1	0	13	14	2	1	0	1	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	3	3	3	3	0	3	3	396	20	68.0	9571	5	6	1956	1956	0.0	739	0	405	1144	0	1144	1	0	1	0	3	1	6	0	1956.0	1	596	44	0	0	0	0	0	0	6	2010	11.76756768334381	1144
396	3	1	2	3	2	0	4	0	5	2	2	0	2	3	0	8	8	2	1	0	4	5	1	1	4	6	5	1	2	3	4	4	8	4	3	3	3	3	3	3	0	3	3	397	20	60.0	7200	5	5	1972	1972	0.0	777	0	117	894	0	894	0	0	1	0	2	1	6	0	1985.0	2	600	215	0	0	0	0	0	0	9	2009	11.719939634354555	894
397	3	1	2	3	3	0	4	0	12	4	2	0	5	1	0	12	13	1	1	3	0	5	1	1	4	6	1	1	2	3	4	4	8	4	3	3	3	3	3	3	3	3	3	398	60	69.0	7590	5	5	1962	1962	288.0	540	0	324	864	0	1812	0	0	2	0	4	1	8	1	1962.0	1	264	0	168	0	0	0	0	0	7	2007	12.040608205802641	1812
398	4	1	2	3	3	0	0	0	9	2	2	0	2	1	0	8	8	2	0	3	5	5	1	1	3	1	5	2	0	3	4	4	8	0	3	2	2	1	4	3	0	1	1	399	30	60.0	8967	5	2	1920	1950	0.0	0	0	961	961	0	1077	0	0	1	0	2	1	6	0	1920.0	1	338	0	0	0	0	0	0	0	11	2007	11.112447898373103	1077
399	1	1	2	3	3	0	4	0	21	2	2	0	5	1	0	5	5	3	2	3	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	400	60	65.0	8125	7	5	2006	2007	100.0	812	0	280	1092	0	1550	1	0	2	0	2	1	7	0	2007.0	2	438	0	168	0	0	0	0	0	10	2009	12.392552212472792	1550
400	3	1	2	1	3	0	4	0	24	2	2	4	2	1	0	3	3	2	2	3	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	5	4	3	3	401	120	38.0	14963	8	5	1996	1996	0.0	786	0	474	1260	0	1288	1	0	1	1	1	1	4	2	1996.0	2	500	120	30	0	0	224	0	0	12	2008	12.411052226216713	1288
401	3	1	2	0	3	0	4	0	5	2	2	0	2	1	0	12	13	2	2	0	2	5	1	1	4	6	1	0	2	3	4	4	6	5	4	3	4	3	5	4	4	3	3	402	20	65.0	8767	7	5	2005	2005	0.0	24	0	1286	1310	0	1310	0	0	2	0	3	1	6	1	2005.0	2	400	0	0	0	0	0	0	0	7	2006	12.01364014498549	1310
402	3	1	2	3	3	0	4	0	19	2	2	0	2	1	0	13	14	2	2	3	5	5	1	1	4	6	5	2	0	3	0	4	8	4	3	3	3	3	5	3	0	3	3	403	30	60.0	10200	5	8	1940	1997	0.0	0	0	672	672	0	672	0	0	1	0	2	1	4	0	1940.0	1	240	168	0	0	0	0	0	0	8	2008	11.589886506106357	672
403	3	1	2	3	3	0	0	0	15	2	2	0	5	3	0	12	13	1	2	3	5	5	1	1	4	6	3	0	2	3	4	4	8	0	4	3	4	3	4	4	3	3	3	404	60	93.0	12090	8	5	1998	1998	650.0	0	0	1141	1141	0	2263	0	0	2	1	4	1	10	1	1998.0	2	420	144	123	0	0	0	0	0	7	2006	12.460714863903755	2263
404	3	1	2	0	3	0	4	0	8	2	2	0	5	1	0	8	8	2	2	3	5	5	1	1	4	6	3	0	2	3	4	4	8	4	3	3	4	3	4	3	3	3	3	405	60	0.0	10364	6	5	1995	1996	0.0	0	0	806	806	0	1572	0	0	2	1	3	1	7	1	1995.0	2	373	0	40	0	0	0	0	0	5	2007	12.031719258385396	1572
405	3	1	2	0	3	0	0	0	19	1	2	0	2	1	0	9	10	2	1	3	1	5	1	1	4	2	1	2	2	3	1	4	8	4	3	3	3	3	5	3	3	3	3	406	20	0.0	9991	4	4	1976	1993	0.0	1116	0	165	1281	0	1620	1	0	2	0	3	1	8	1	1993.0	2	490	120	78	0	0	0	0	0	6	2009	11.918390573078392	1620
406	3	1	2	3	3	0	4	0	18	2	2	0	0	1	0	8	8	2	0	3	5	5	1	1	0	1	5	2	2	3	4	4	8	4	3	3	3	3	5	3	0	3	3	407	50	51.0	10480	6	5	1936	1950	0.0	0	0	1064	1064	473	1639	0	0	1	0	3	1	6	0	1936.0	1	240	0	0	0	0	0	0	0	3	2008	11.652687407345388	1166
407	3	1	2	3	3	0	4	0	6	2	2	0	5	1	0	13	10	2	0	3	5	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	4	3	5	3	0	3	3	408	70	63.0	15576	6	7	1915	1976	0.0	0	0	840	840	0	1680	0	0	2	0	4	1	8	0	1960.0	1	308	0	0	160	0	0	0	0	3	2008	12.083905011555967	1680
408	3	1	2	3	3	0	0	0	16	2	2	0	5	1	0	12	13	1	2	3	5	5	1	1	4	6	1	1	2	3	4	4	6	5	4	3	5	4	5	4	4	3	3	409	60	109.0	14154	7	5	2006	2006	350.0	0	0	1063	1063	0	2172	0	0	2	1	3	1	9	1	2006.0	3	947	192	62	0	0	0	0	0	8	2007	12.542544882151386	2172
